Pubchem CID,IUPAC Name,IUPAC Name (traditional),InChi,InChi Key,Canonical SMILES,Isomeric SMILES
72955,"methyl (1R,2S,3R,6R,8S,9S,13S,14R,15R,16S)-3-acetyloxy-15,16-dihydroxy-9,13-dimethyl-4,10-dioxo-11-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadec-11-ene-17-carboxylate","(1R,2S,3R,6R,8S,9S,13S,14R,15R,16S)-3-acetyloxy-15,16-dihydroxy-9,13-dimethyl-4,10-dioxo-11-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadec-11-ene-17-carboxylic acid methyl ester","InChI=1S/C29H38O16/c1-9-11-5-14-28-8-41-29(26(39)40-4,22(28)20(24(38)45-14)42-10(2)31)23(37)19(36)21(28)27(11,3)6-12(15(9)32)43-25-18(35)17(34)16(33)13(7-30)44-25/h6,9,11,13-14,16-23,25,30,33-37H,5,7-8H2,1-4H3/t9-,11-,13+,14+,16+,17-,18+,19+,20+,21+,22+,23-,25+,27-,28+,29?/m0/s1",BYBDRFPMKPUWDZ-TXPSYQKCSA-N,CC1C2CC3C45COC(C4C(C(=O)O3)OC(=O)C)(C(C(C5C2(C=C(C1=O)OC6C(C(C(C(O6)CO)O)O)O)C)O)O)C(=O)OC,C[C@H]1[C@@H]2C[C@@H]3[C@@]45COC([C@@H]4[C@H](C(=O)O3)OC(=O)C)([C@H]([C@@H]([C@@H]5[C@]2(C=C(C1=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)O)C(=O)OC
39891,"4-propan-2-yl-2,6,7-trioxa-1lambda5-phosphabicyclo[2.2.2]octane 1-oxide","4-propan-2-yl-2,6,7-trioxa-1lambda5-phosphabicyclo[2.2.2]octane 1-oxide","InChI=1S/C7H13O4P/c1-6(2)7-3-9-12(8,10-4-7)11-5-7/h6H,3-5H2,1-2H3",CIEZMYRJRCLYNF-UHFFFAOYSA-N,CC(C)C12COP(=O)(OC1)OC2,CC(C)C12COP(=O)(OC1)OC2
395013,"[(1S,2S)-2-[3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]cyclohexyl] 3-(3,4-dihydroxyphenyl)prop-2-enoate","3-(3,4-dihydroxyphenyl)-2-propenoic acid [(1S,2S)-2-[3-(3,4-dihydroxyphenyl)-1-oxoprop-2-enoxy]cyclohexyl] ester","InChI=1S/C24H24O8/c25-17-9-5-15(13-19(17)27)7-11-23(29)31-21-3-1-2-4-22(21)32-24(30)12-8-16-6-10-18(26)20(28)14-16/h5-14,21-22,25-28H,1-4H2/t21-,22-/m0/s1",ABRIKWKVYABQBU-VXKWHMMOSA-N,C1CCC(C(C1)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O,C1CC[C@@H]([C@H](C1)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O
301723,3-(dimethylcarbamothioylsulfanyl)propanoic acid,3-[[dimethylamino(sulfanylidene)methyl]thio]propanoic acid,"InChI=1S/C6H11NO2S2/c1-7(2)6(10)11-4-3-5(8)9/h3-4H2,1-2H3,(H,8,9)",NHHRETFBXYDBOZ-UHFFFAOYSA-N,CN(C)C(=S)SCCC(=O)O,CN(C)C(=S)SCCC(=O)O
186240,"(5-cyclopropyl-1-methyl-4-oxo-6-oxabicyclo[3.1.0]hexan-2-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate","2,2-dimethyl-3-(2-methylprop-1-enyl)-1-cyclopropanecarboxylic acid (5-cyclopropyl-1-methyl-4-oxo-6-oxabicyclo[3.1.0]hexan-2-yl) ester","InChI=1S/C19H26O4/c1-10(2)8-12-15(17(12,3)4)16(21)22-14-9-13(20)19(11-6-7-11)18(14,5)23-19/h8,11-12,14-15H,6-7,9H2,1-5H3",OYRMOYQCRBFVII-UHFFFAOYSA-N,CC(=CC1C(C1(C)C)C(=O)OC2CC(=O)C3(C2(O3)C)C4CC4)C,CC(=CC1C(C1(C)C)C(=O)OC2CC(=O)C3(C2(O3)C)C4CC4)C
467287,2-ethyl-1-propoxybenzimidazole,2-ethyl-1-propoxybenzimidazole,"InChI=1S/C12H16N2O/c1-3-9-15-14-11-8-6-5-7-10(11)13-12(14)4-2/h5-8H,3-4,9H2,1-2H3",OZLGSDGAVJGOOH-UHFFFAOYSA-N,CCCON1C2=CC=CC=C2N=C1CC,CCCON1C2=CC=CC=C2N=C1CC
180784,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(morpholin-4-ylmethyl)octane-1-sulfonamide","1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(4-morpholinylmethyl)-1-octanesulfonamide","InChI=1S/C13H11F17N2O3S/c14-6(15,8(18,19)10(22,23)12(26,27)28)7(16,17)9(20,21)11(24,25)13(29,30)36(33,34)31-5-32-1-3-35-4-2-32/h31H,1-5H2",CJNRUHMUZKESGH-UHFFFAOYSA-N,C1COCCN1CNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C1COCCN1CNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
435569,"4-(1-methyl-2-morpholin-4-yl-4-nitro-2,3-dihydropyrrol-3-yl)morpholine","4-[1-methyl-2-(4-morpholinyl)-4-nitro-2,3-dihydropyrrol-3-yl]morpholine","InChI=1S/C13H22N4O4/c1-14-10-11(17(18)19)12(15-2-6-20-7-3-15)13(14)16-4-8-21-9-5-16/h10,12-13H,2-9H2,1H3",WIPHEVQVFWCNMF-UHFFFAOYSA-N,CN1C=C(C(C1N2CCOCC2)N3CCOCC3)[N+](=O)[O-],CN1C=C(C(C1N2CCOCC2)N3CCOCC3)[N+](=O)[O-]
437872,2-amino-N-[1-[(1-hydrazinyl-4-methyl-1-oxopentan-2-yl)amino]-1-oxo-3-phenylpropan-2-yl]-4-methylpentanamide,2-amino-N-[1-[(1-hydrazinyl-4-methyl-1-oxopentan-2-yl)amino]-1-oxo-3-phenylpropan-2-yl]-4-methylpentanamide,"InChI=1S/C21H35N5O3/c1-13(2)10-16(22)19(27)24-18(12-15-8-6-5-7-9-15)20(28)25-17(11-14(3)4)21(29)26-23/h5-9,13-14,16-18H,10-12,22-23H2,1-4H3,(H,24,27)(H,25,28)(H,26,29)",LGFQVKJOQZGOIT-UHFFFAOYSA-N,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NN)N,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NN)N
231268,"N,N'-bis(2-chloroethyl)decanediamide","N,N'-bis(2-chloroethyl)decanediamide","InChI=1S/C14H26Cl2N2O2/c15-9-11-17-13(19)7-5-3-1-2-4-6-8-14(20)18-12-10-16/h1-12H2,(H,17,19)(H,18,20)",CEFSJVISJVUTLK-UHFFFAOYSA-N,C(CCCCC(=O)NCCCl)CCCC(=O)NCCCl,C(CCCCC(=O)NCCCl)CCCC(=O)NCCCl
344436,S-benzyl N-[2-oxo-2-(2-phenylhydrazinyl)ethyl]carbamothioate,N-[2-oxo-2-(phenylhydrazo)ethyl]carbamothioic acid S-(phenylmethyl) ester,"InChI=1S/C16H17N3O2S/c20-15(19-18-14-9-5-2-6-10-14)11-17-16(21)22-12-13-7-3-1-4-8-13/h1-10,18H,11-12H2,(H,17,21)(H,19,20)",SGQQCBIXZFILJP-UHFFFAOYSA-N,C1=CC=C(C=C1)CSC(=O)NCC(=O)NNC2=CC=CC=C2,C1=CC=C(C=C1)CSC(=O)NCC(=O)NNC2=CC=CC=C2
16988,"2,3-dichloropyridine","2,3-dichloropyridine",InChI=1S/C5H3Cl2N/c6-4-2-1-3-8-5(4)7/h1-3H,MAKFMOSBBNKPMS-UHFFFAOYSA-N,C1=CC(=C(N=C1)Cl)Cl,C1=CC(=C(N=C1)Cl)Cl
376405,"1-[2-(1H-imidazol-5-yl)ethyl]-2,4-dioxo-1,3-diazinane-5-carboximidamide","1-[2-(1H-imidazol-5-yl)ethyl]-2,4-dioxo-1,3-diazinane-5-carboximidamide","InChI=1S/C10H14N6O2/c11-8(12)7-4-16(10(18)15-9(7)17)2-1-6-3-13-5-14-6/h3,5,7H,1-2,4H2,(H3,11,12)(H,13,14)(H,15,17,18)",XIOMHZQVNWZDNE-UHFFFAOYSA-N,C1C(C(=O)NC(=O)N1CCC2=CN=CN2)C(=N)N,C1C(C(=O)NC(=O)N1CCC2=CN=CN2)C(=N)N
276987,2-(nonan-5-ylamino)ethanol,2-(nonan-5-ylamino)ethanol,"InChI=1S/C11H25NO/c1-3-5-7-11(8-6-4-2)12-9-10-13/h11-13H,3-10H2,1-2H3",VMIXCYWMOLHRAS-UHFFFAOYSA-N,CCCCC(CCCC)NCCO,CCCCC(CCCC)NCCO
84097,"3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonylamino)propyl-trimethylazanium","3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonylamino)propyl-trimethylammonium","InChI=1S/C14H16F17N2O2S/c1-33(2,3)6-4-5-32-36(34,35)14(30,31)12(25,26)10(21,22)8(17,18)7(15,16)9(19,20)11(23,24)13(27,28)29/h32H,4-6H2,1-3H3/q+1",FGTDPZOJJFPWCB-UHFFFAOYSA-N,C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
187413,1-(2-methoxyphenyl)-2-(4-methylnaphthalen-1-yl)propan-2-ol,1-(2-methoxyphenyl)-2-(4-methyl-1-naphthalenyl)-2-propanol,"InChI=1S/C21H22O2/c1-15-12-13-19(18-10-6-5-9-17(15)18)21(2,22)14-16-8-4-7-11-20(16)23-3/h4-13,22H,14H2,1-3H3",UXJVSDBTHFOLNZ-UHFFFAOYSA-N,CC1=CC=C(C2=CC=CC=C12)C(C)(CC3=CC=CC=C3OC)O,CC1=CC=C(C2=CC=CC=C12)C(C)(CC3=CC=CC=C3OC)O
309870,"N-(1-chloropropan-2-ylideneamino)-2,4-dinitroaniline","N-(1-chloropropan-2-ylideneamino)-2,4-dinitroaniline","InChI=1S/C9H9ClN4O4/c1-6(5-10)11-12-8-3-2-7(13(15)16)4-9(8)14(17)18/h2-4,12H,5H2,1H3",OEZNWZBWWXQDRS-UHFFFAOYSA-N,CC(=NNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])CCl,CC(=NNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])CCl
57914,"4,4,4-trifluoro-1-(3-nitrophenyl)-3-(trifluoromethyl)but-2-en-1-ol","4,4,4-trifluoro-1-(3-nitrophenyl)-3-(trifluoromethyl)-2-buten-1-ol","InChI=1S/C11H7F6NO3/c12-10(13,14)9(11(15,16)17)5-8(19)6-2-1-3-7(4-6)18(20)21/h1-5,8,19H",IDDNADSOAFYBIV-UHFFFAOYSA-N,C1=CC(=CC(=C1)[N+](=O)[O-])C(C=C(C(F)(F)F)C(F)(F)F)O,C1=CC(=CC(=C1)[N+](=O)[O-])C(C=C(C(F)(F)F)C(F)(F)F)O
451708,"N-ethyl-2-[4-[2-(4-methoxy-3,5-dimethylphenyl)ethyl]piperazin-1-yl]pyridin-3-amine","N-ethyl-2-[4-[2-(4-methoxy-3,5-dimethylphenyl)ethyl]-1-piperazinyl]-3-pyridinamine","InChI=1S/C22H32N4O/c1-5-23-20-7-6-9-24-22(20)26-13-11-25(12-14-26)10-8-19-15-17(2)21(27-4)18(3)16-19/h6-7,9,15-16,23H,5,8,10-14H2,1-4H3",AUWPPTBADGTUDA-UHFFFAOYSA-N,CCNC1=C(N=CC=C1)N2CCN(CC2)CCC3=CC(=C(C(=C3)C)OC)C,CCNC1=C(N=CC=C1)N2CCN(CC2)CCC3=CC(=C(C(=C3)C)OC)C
104677,(4-amino-3-nitrophenyl) thiocyanate,thiocyanic acid (4-amino-3-nitrophenyl) ester,"InChI=1S/C7H5N3O2S/c8-4-13-5-1-2-6(9)7(3-5)10(11)12/h1-3H,9H2",QUWHIBBGKKRYFW-UHFFFAOYSA-N,C1=CC(=C(C=C1SC#N)[N+](=O)[O-])N,C1=CC(=C(C=C1SC#N)[N+](=O)[O-])N
376681,3-benzylsulfonyl-2-oxo-3-phenylpropanamide,2-oxo-3-phenyl-3-(phenylmethyl)sulfonylpropanamide,"InChI=1S/C16H15NO4S/c17-16(19)14(18)15(13-9-5-2-6-10-13)22(20,21)11-12-7-3-1-4-8-12/h1-10,15H,11H2,(H2,17,19)",LCKONQIIZYWIMG-UHFFFAOYSA-N,C1=CC=C(C=C1)CS(=O)(=O)C(C2=CC=CC=C2)C(=O)C(=O)N,C1=CC=C(C=C1)CS(=O)(=O)C(C2=CC=CC=C2)C(=O)C(=O)N
77751,7-amino-3-phenylchromen-2-one,7-amino-3-phenyl-1-benzopyran-2-one,"InChI=1S/C15H11NO2/c16-12-7-6-11-8-13(10-4-2-1-3-5-10)15(17)18-14(11)9-12/h1-9H,16H2",IJCLOOKYCQWSJA-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)N)OC2=O,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)N)OC2=O
402449,"2-[[4-(1,3-benzothiazol-2-yl)phenyl]iminomethyl]phenol","2-[[4-(1,3-benzothiazol-2-yl)phenyl]iminomethyl]phenol","InChI=1S/C20H14N2OS/c23-18-7-3-1-5-15(18)13-21-16-11-9-14(10-12-16)20-22-17-6-2-4-8-19(17)24-20/h1-13,23H",DRLOEQUWBUTGTH-UHFFFAOYSA-N,C1=CC=C(C(=C1)C=NC2=CC=C(C=C2)C3=NC4=CC=CC=C4S3)O,C1=CC=C(C(=C1)C=NC2=CC=C(C=C2)C3=NC4=CC=CC=C4S3)O
217803,1-(4-chlorophenyl)-4-(morpholine-4-carbonyl)pyrrolidin-2-one,1-(4-chlorophenyl)-4-[4-morpholinyl(oxo)methyl]-2-pyrrolidinone,"InChI=1S/C15H17ClN2O3/c16-12-1-3-13(4-2-12)18-10-11(9-14(18)19)15(20)17-5-7-21-8-6-17/h1-4,11H,5-10H2",HDKOKYLSAJDNNA-UHFFFAOYSA-N,C1COCCN1C(=O)C2CC(=O)N(C2)C3=CC=C(C=C3)Cl,C1COCCN1C(=O)C2CC(=O)N(C2)C3=CC=C(C=C3)Cl
482375,(2S)-2-benzyl-4-oxo-N-[(1R)-1-phenylethyl]azetidine-1-carboxamide,(4S)-2-oxo-N-[(1R)-1-phenylethyl]-4-(phenylmethyl)-1-azetidinecarboxamide,"InChI=1S/C19H20N2O2/c1-14(16-10-6-3-7-11-16)20-19(23)21-17(13-18(21)22)12-15-8-4-2-5-9-15/h2-11,14,17H,12-13H2,1H3,(H,20,23)/t14-,17+/m1/s1",IHJQOIRUFRQAPK-PBHICJAKSA-N,CC(C1=CC=CC=C1)NC(=O)N2C(CC2=O)CC3=CC=CC=C3,C[C@H](C1=CC=CC=C1)NC(=O)N2[C@H](CC2=O)CC3=CC=CC=C3
208107,4-pyrrolidin-1-yl-1-thiophen-3-ylbutan-1-ol;hydrochloride,4-(1-pyrrolidinyl)-1-(3-thiophenyl)-1-butanol;hydrochloride,"InChI=1S/C12H19NOS.ClH/c14-12(11-5-9-15-10-11)4-3-8-13-6-1-2-7-13;/h5,9-10,12,14H,1-4,6-8H2;1H",CVZPIJSDGAKEOJ-UHFFFAOYSA-N,C1CCN(C1)CCCC(C2=CSC=C2)O.Cl,C1CCN(C1)CCCC(C2=CSC=C2)O.Cl
433610,4-(4-sulfinobutyltrisulfanyl)butane-1-sulfinic acid,4-(4-sulfinobutyltrisulfanyl)-1-butanesulfinic acid,"InChI=1S/C8H18O4S5/c9-16(10)7-3-1-5-13-15-14-6-2-4-8-17(11)12/h1-8H2,(H,9,10)(H,11,12)",FSYNUIVMAVQBBC-UHFFFAOYSA-N,C(CCS(=O)O)CSSSCCCCS(=O)O,C(CCS(=O)O)CSSSCCCCS(=O)O
246215,N-(benzylideneamino)acetamide,N-[(phenylmethylene)amino]acetamide,"InChI=1S/C9H10N2O/c1-8(12)11-10-7-9-5-3-2-4-6-9/h2-7H,1H3,(H,11,12)",GPTBUIMZDZKKLE-UHFFFAOYSA-N,CC(=O)NN=CC1=CC=CC=C1,CC(=O)NN=CC1=CC=CC=C1
499,5-oxopyrrolidine-2-carboxylic acid,5-oxo-2-pyrrolidinecarboxylic acid,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)",ODHCTXKNWHHXJC-UHFFFAOYSA-N,C1CC(=O)NC1C(=O)O,C1CC(=O)NC1C(=O)O
498139,4-chloro-2-[(triphenyl-lambda5-phosphanylidene)methyl]benzenesulfonyl fluoride,4-chloro-2-(triphenylphosphoranylidenemethyl)benzenesulfonyl fluoride,"InChI=1S/C25H19ClFO2PS/c26-21-16-17-25(31(27,28)29)20(18-21)19-30(22-10-4-1-5-11-22,23-12-6-2-7-13-23)24-14-8-3-9-15-24/h1-19H",IWLDTGFRCIZGBB-UHFFFAOYSA-N,C1=CC=C(C=C1)P(=CC2=C(C=CC(=C2)Cl)S(=O)(=O)F)(C3=CC=CC=C3)C4=CC=CC=C4,C1=CC=C(C=C1)P(=CC2=C(C=CC(=C2)Cl)S(=O)(=O)F)(C3=CC=CC=C3)C4=CC=CC=C4
17078,"2,6-dibromo-4-methylphenol","2,6-dibromo-4-methylphenol","InChI=1S/C7H6Br2O/c1-4-2-5(8)7(10)6(9)3-4/h2-3,10H,1H3",FIGPGTJKHFAYRK-UHFFFAOYSA-N,CC1=CC(=C(C(=C1)Br)O)Br,CC1=CC(=C(C(=C1)Br)O)Br
288191,"(5-methyl-1,2,3,4-tetrahydronaphthalen-2-yl) 3,5-dinitrobenzoate","3,5-dinitrobenzoic acid (5-methyl-1,2,3,4-tetrahydronaphthalen-2-yl) ester","InChI=1S/C18H16N2O6/c1-11-3-2-4-12-9-16(5-6-17(11)12)26-18(21)13-7-14(19(22)23)10-15(8-13)20(24)25/h2-4,7-8,10,16H,5-6,9H2,1H3",WMFXVCYDNJFFMN-UHFFFAOYSA-N,CC1=C2CCC(CC2=CC=C1)OC(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],CC1=C2CCC(CC2=CC=C1)OC(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-]
20178,"15-ethyl-11-(15-ethyl-8-oxo-14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(16),2,4,6,9,11,13-heptaen-11-yl)-14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(16),2,4,6,9,11,13-heptaen-8-one","15-ethyl-11-(15-ethyl-8-oxo-14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(16),2,4,6,9,11,13-heptaen-11-yl)-14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(16),2,4,6,9,11,13-heptaen-8-one","InChI=1S/C32H22N4O2/c1-3-35-29-19-9-5-7-11-21(19)31(37)23-13-17(15-25(33-35)27(23)29)18-14-24-28-26(16-18)34-36(4-2)30(28)20-10-6-8-12-22(20)32(24)38/h5-16H,3-4H2,1-2H3",HMVVJYXWTGGFDR-UHFFFAOYSA-N,CCN1C2=C3C(=CC(=CC3=N1)C4=CC5=NN(C6=C5C(=C4)C(=O)C7=CC=CC=C76)CC)C(=O)C8=CC=CC=C82,CCN1C2=C3C(=CC(=CC3=N1)C4=CC5=NN(C6=C5C(=C4)C(=O)C7=CC=CC=C76)CC)C(=O)C8=CC=CC=C82
111183,1-ethyl-2-[(1-ethyl-6-methylquinolin-1-ium-4-yl)methylidene]-6-methylquinoline,1-ethyl-2-[(1-ethyl-6-methyl-4-quinolin-1-iumyl)methylidene]-6-methylquinoline,"InChI=1S/C25H27N2/c1-5-26-14-13-20(23-16-19(4)8-12-25(23)26)17-22-10-9-21-15-18(3)7-11-24(21)27(22)6-2/h7-17H,5-6H2,1-4H3/q+1",KQBYHJFCDZUARI-UHFFFAOYSA-N,CCN1C(=CC2=C3C=C(C=CC3=[N+](C=C2)CC)C)C=CC4=C1C=CC(=C4)C,CCN1C(=CC2=C3C=C(C=CC3=[N+](C=C2)CC)C)C=CC4=C1C=CC(=C4)C
18630,4-hydroxypent-3-en-2-one,4-hydroxy-3-penten-2-one,"InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3,6H,1-2H3",POILWHVDKZOXJZ-UHFFFAOYSA-N,CC(=CC(=O)C)O,CC(=CC(=O)C)O
15688,chloro-bis(2-methylpropyl)alumane,chloro-bis(2-methylpropyl)alumane,"InChI=1S/2C4H9.Al.ClH/c2*1-4(2)3;;/h2*4H,1H2,2-3H3;;1H/q;;+1;/p-1",HQMRIBYCTLBDAK-UHFFFAOYSA-M,CC(C)C[Al](CC(C)C)Cl,CC(C)C[Al](CC(C)C)Cl
484759,"1-[(2R,5S)-5-(hydroxymethyl)thiolan-2-yl]pyrimidine-2,4-dione","1-[(2R,5S)-5-(hydroxymethyl)-2-thiolanyl]pyrimidine-2,4-dione","InChI=1S/C9H12N2O3S/c12-5-6-1-2-8(15-6)11-4-3-7(13)10-9(11)14/h3-4,6,8,12H,1-2,5H2,(H,10,13,14)/t6-,8+/m0/s1",AIGUUUYYRAZADC-POYBYMJQSA-N,C1CC(SC1CO)N2C=CC(=O)NC2=O,C1C[C@@H](S[C@@H]1CO)N2C=CC(=O)NC2=O
460825,"methyl N-[4-(4-methylbenzoyl)-4,5-dihydro-1,3-thiazol-2-yl]carbamate","N-[4-[(4-methylphenyl)-oxomethyl]-4,5-dihydrothiazol-2-yl]carbamic acid methyl ester","InChI=1S/C13H14N2O3S/c1-8-3-5-9(6-4-8)11(16)10-7-19-12(14-10)15-13(17)18-2/h3-6,10H,7H2,1-2H3,(H,14,15,17)",VIZRQTFDFMNHDT-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2CSC(=N2)NC(=O)OC,CC1=CC=C(C=C1)C(=O)C2CSC(=N2)NC(=O)OC
275743,4-[[hydroxy(phenoxy)phosphoryl]amino]benzoic acid,4-[[hydroxy(phenoxy)phosphoryl]amino]benzoic acid,"InChI=1S/C13H12NO5P/c15-13(16)10-6-8-11(9-7-10)14-20(17,18)19-12-4-2-1-3-5-12/h1-9H,(H,15,16)(H2,14,17,18)",DJGZHCIJZUCHTF-UHFFFAOYSA-N,C1=CC=C(C=C1)OP(=O)(NC2=CC=C(C=C2)C(=O)O)O,C1=CC=C(C=C1)OP(=O)(NC2=CC=C(C=C2)C(=O)O)O
13917,(3-butan-2-yl-4-methylphenyl) N-methylcarbamate,N-methylcarbamic acid (3-butan-2-yl-4-methylphenyl) ester,"InChI=1S/C13H19NO2/c1-5-9(2)12-8-11(7-6-10(12)3)16-13(15)14-4/h6-9H,5H2,1-4H3,(H,14,15)",XKYLVMVPFHKXRJ-UHFFFAOYSA-N,CCC(C)C1=C(C=CC(=C1)OC(=O)NC)C,CCC(C)C1=C(C=CC(=C1)OC(=O)NC)C
137490,5-methylhex-1-yne,5-methyl-1-hexyne,"InChI=1S/C7H12/c1-4-5-6-7(2)3/h1,7H,5-6H2,2-3H3",HKNANEMUCJGPMS-UHFFFAOYSA-N,CC(C)CCC#C,CC(C)CCC#C
271023,"4-[(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)diazenyl]-N-pyridin-2-ylbenzenesulfonamide","4-[(4-amino-1,3-dimethyl-2,6-dioxo-5-pyrimidinyl)azo]-N-(2-pyridinyl)benzenesulfonamide","InChI=1S/C17H17N7O4S/c1-23-15(18)14(16(25)24(2)17(23)26)21-20-11-6-8-12(9-7-11)29(27,28)22-13-5-3-4-10-19-13/h3-10H,18H2,1-2H3,(H,19,22)",NATXRYYJPJNDGJ-UHFFFAOYSA-N,CN1C(=C(C(=O)N(C1=O)C)N=NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=N3)N,CN1C(=C(C(=O)N(C1=O)C)N=NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=N3)N
238896,"diethyl (1,1,1-trichloro-3-nitropropan-2-yl) phosphate","phosphoric acid diethyl (1,1,1-trichloro-3-nitropropan-2-yl) ester","InChI=1S/C7H13Cl3NO6P/c1-3-15-18(14,16-4-2)17-6(5-11(12)13)7(8,9)10/h6H,3-5H2,1-2H3",FIBBPHWLIQYMPP-UHFFFAOYSA-N,CCOP(=O)(OCC)OC(C[N+](=O)[O-])C(Cl)(Cl)Cl,CCOP(=O)(OCC)OC(C[N+](=O)[O-])C(Cl)(Cl)Cl
416827,1-[4-[N'-[4-(N'-methylcarbamimidoyl)phenyl]carbamimidoyl]phenyl]-3-[4-[[4-[N'-[4-(N'-methylcarbamimidoyl)phenyl]carbamimidoyl]phenyl]carbamoylamino]phenyl]urea,1-[4-[[[4-[amino-[4-[amino(methylimino)methyl]phenyl]iminomethyl]anilino]-oxomethyl]amino]phenyl]-3-[4-[amino-[4-[amino(methylimino)methyl]phenyl]iminomethyl]phenyl]urea,"InChI=1S/C38H38N12O2/c1-43-33(39)23-3-11-27(12-4-23)45-35(41)25-7-15-29(16-8-25)47-37(51)49-31-19-21-32(22-20-31)50-38(52)48-30-17-9-26(10-18-30)36(42)46-28-13-5-24(6-14-28)34(40)44-2/h3-22H,1-2H3,(H2,39,43)(H2,40,44)(H2,41,45)(H2,42,46)(H2,47,49,51)(H2,48,50,52)",WLSYPCOBWQUASP-UHFFFAOYSA-N,CN=C(C1=CC=C(C=C1)N=C(C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)C(=NC5=CC=C(C=C5)C(=NC)N)N)N)N,CN=C(C1=CC=C(C=C1)N=C(C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)C(=NC5=CC=C(C=C5)C(=NC)N)N)N)N
276258,"2,2-dichloro-N-[6-[(2,2-dichloroacetyl)amino]-7-methoxy-9H-fluoren-2-yl]acetamide","2,2-dichloro-N-[6-[(2,2-dichloro-1-oxoethyl)amino]-7-methoxy-9H-fluoren-2-yl]acetamide","InChI=1S/C18H14Cl4N2O3/c1-27-14-6-9-4-8-5-10(23-17(25)15(19)20)2-3-11(8)12(9)7-13(14)24-18(26)16(21)22/h2-3,5-7,15-16H,4H2,1H3,(H,23,25)(H,24,26)",KZWCRASEVNKSPS-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)CC3=C2C=CC(=C3)NC(=O)C(Cl)Cl)NC(=O)C(Cl)Cl,COC1=C(C=C2C(=C1)CC3=C2C=CC(=C3)NC(=O)C(Cl)Cl)NC(=O)C(Cl)Cl
